id,topic,text,label,source,word_count,style
454,Solar energy,"Solar cookers use sunlight for cooking, drying, and pasteurization. They can be grouped into three broad categories: box cookers, panel cookers, and reflector cookers. The simplest solar cooker is the box cooker first built by Horace de Saussure in 1767. A basic box cooker consists of an insulated container with a transparent lid. It can be used effectively with partially overcast skies and will typically reach temperatures of 90–150 °C (194–302 °F). Panel cookers use a reflective panel to direct sunlight onto an insulated container and reach temperatures comparable to box cookers. Reflector cookers use various concentrating geometries (dish, trough, Fresnel mirrors) to focus light on a cooking container. These cookers reach temperatures of 315 °C (599 °F) and above but require direct light to function properly and must be repositioned to track the Sun.",0,wikipedia,135,
679,Genetics,"Genetics is the study of genes, genetic variation, and heredity in organisms. It is an important branch in biology because heredity is vital to organisms' evolution. Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied ""trait inheritance"", patterns in the way traits are handed down from parents to offspring over time. He observed that organisms (pea plants) inherit traits by way of discrete ""units of inheritance"". This term, still used today, is a somewhat ambiguous definition of what is referred to as a gene.",0,wikipedia,97,
631,Cryptocurrency,"Transaction fees (sometimes also referred to as miner fees or gas fees) for cryptocurrency depend mainly on the supply of network capacity at the time, versus the demand from the currency holder for a faster transaction. The ability for the holder to be allowed to set the fee manually often depends on the wallet software used, and central exchanges for cryptocurrency (CEX) usually do not allow the customer to set a custom transaction fee for the transaction. Their wallet software, such as Coinbase Wallet, however, might support adjusting the fee.",0,wikipedia,90,
551,Digital marketing,"Collaborative Environment: A collaborative environment can be set up between the organization, the technology service provider, and the digital agencies to optimize effort, resource sharing, reusability and communications. Additionally, organizations are inviting their customers to help them better understand how to service them. This source of data is called user-generated content. Much of this is acquired via company websites where the organization invites people to share ideas that are then evaluated by other users of the site. The most popular ideas are evaluated and implemented in some form. Using this method of acquiring data and developing new products can foster the organization's relationship with its customer as well as spawn ideas that would otherwise be overlooked. UGC is low-cost advertising as it is directly from the consumers and can save advertising costs for the organization.",0,wikipedia,135,
693,Transportation,"Transportation is commonly described as an area of study that transportation concerns the movement of people and goods through road, rail, air, and water systems. Key concepts include mobility, logistics, and infrastructure. It remains important because developments in the field affect both specialized work and everyday systems. In practice, transport networks support commuting, trade, emergency response, and tourism. Among its strengths, reliable transportation connects communities and underpins economic activity. Even so, congestion, emissions, cost, and infrastructure maintenance are recurring problems. Overall, it is best seen as an informative and evolving field with broad practical importance.",1,chatgpt,95,A
742,Sustainability,"One study in 2020 found no evidence of necessary decoupling. This was a meta-analysis of 180 scientific studies. It found that there is ""no evidence of the kind of decoupling needed for ecological sustainability"" and that ""in the absence of robust evidence, the goal of decoupling rests partly on faith"". Some experts have questioned the possibilities for decoupling and thus the feasibility of green growth. Some have argued that decoupling on its own will not be enough to reduce environmental pressures. They say it would need to include the issue of economic growth. There are several reasons why adequate decoupling is currently not taking place. These are rising energy expenditure, rebound effects, problem shifting, the underestimated impact of services, the limited potential of recycling, insufficient and inappropriate technological change, and cost-shifting.",0,wikipedia,131,
880,International relations,"While realism predicts that conflict should be the norm in international relations, regime theorists say that there is cooperation despite anarchy. Often, they cite cooperation in trade, human rights, and collective security among other issues. These instances of cooperation are regimes. The most commonly cited definition of regimes comes from Stephen Krasner, who defines regimes as ""principles, norms, rules, and decision-making procedures around which actor expectations converge in a given issue-area"". Not all approaches to regime theory, however, are liberal or neoliberal; some realist scholars like Joseph Grieco have developed hybrid theories which take a realist-based approach to this fundamentally liberal theory. (Realists do not say cooperation never happens, just that it is not the norm; it is a difference of degree).",0,wikipedia,122,
52,Data science,"The value of data science is most visible when it is examined in everyday systems and professional practice. A concrete example is that organizations use data science to understand customers, improve operations, and support strategy. Its significance lies in the way it connects theory with practical decision-making and institutional change. Key concepts include data cleaning, visualization, and statistical analysis. It helps convert raw information into evidence for planning and decision-making. Common challenges include messy data, privacy obligations, and misleading interpretations. Seen in this way, the topic is not merely theoretical but closely tied to practical outcomes.",1,chatgpt,96,C
663,Biotechnology,"These processes were also included in the early fermentation of beer. These processes were introduced in early Mesopotamia, Egypt, China and India, and still use the same basic biological methods. In brewing, malted grains (containing enzymes) convert starch from grains into sugar and then adding specific yeasts to produce beer. In this process, carbohydrates in the grains broke down into alcohols, such as ethanol. Later, other cultures developed the process of lactic acid fermentation, which produced other preserved foods, such as soy sauce. Fermentation was also used in this time period to produce leavened bread. Although the process of fermentation was not fully understood until Louis Pasteur's work in 1857, it is still the first use of biotechnology to convert a food source into another form.",0,wikipedia,126,
484,Mental health,"Mental health encompasses emotional, psychological, and social well-being, influencing cognition, perception, and behavior. Mental health plays a crucial role in an individual's daily life when managing stress, engaging with others, and contributing to life overall. According to the World Health Organization (WHO), it is a ""state of well-being in which the individual realizes their abilities, can cope with the normal stresses of life, can work productively and fruitfully, and can contribute to their community"". It likewise determines how an individual handles stress, interpersonal relationships, and decision-making. Mental health includes subjective well-being, perceived self-efficacy, autonomy, competence, intergenerational dependence, and self-actualization of one's intellectual and emotional potential, among others.",0,wikipedia,107,
831,Law,"From an educational perspective, law is usually defined as a domain that law refers to systems of rules and institutions used to regulate behavior, resolve disputes, and administer justice. Key concepts include rights, courts, and legislation. Its significance lies in the way it connects theory with practical decision-making and institutional change. Legal systems govern contracts, crime, property, labor, and administrative action. Supporters often point out that law creates frameworks for order, accountability, and peaceful dispute resolution. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,92,B
871,International relations,"What is explicitly recognized as international relations theory was not developed until after World War I, and is dealt with in more detail below. IR theory, however, has a long tradition of drawing on the work of other social sciences. The use of capitalizations of the ""I"" and ""R"" in international relations aims to distinguish the academic discipline of international relations from the phenomena of international relations. Many cite Sun Tzu's The Art of War (6th century BC), Thucydides' History of the Peloponnesian War (5th century BC), Chanakya's Arthashastra (4th century BC), as the inspiration for realist theory, with Hobbes' Leviathan and Machiavelli's The Prince providing further elaboration.",0,wikipedia,108,
204,Data mining,"The value of data mining is most visible when it is examined in everyday systems and professional practice. Real-world use can be seen when retailers use data mining to understand purchasing behavior and optimize inventory. The topic matters because it influences research, professional practice, and public policy in multiple sectors. Its central concepts often involve pattern discovery, clustering, and the careful use of classification. Among its strengths, it supports decision-making by exposing recurring structures and useful signals. At the same time, poorly framed questions or biased data can produce misleading or trivial findings. The subject also crosses disciplinary boundaries, which helps explain its broad appeal and practical reach. Seen in this way, the topic is not merely theoretical but closely tied to practical outcomes. The field is shaped by changing tools, new evidence, and the practical demands of implementation.",1,chatgpt,139,C
471,Wind power,"Electric power generated from wind power can be highly variable at several different timescales: hourly, daily, or seasonally. Annual variation also exists but is not as significant. Because instantaneous electrical generation and consumption must remain in balance to maintain grid stability, this variability can present substantial challenges to incorporating large amounts of wind power into a grid system. Intermittency and the non-dispatchable nature of wind energy production can raise costs for regulation, incremental operating reserve, and (at high penetration levels) could require an increase in the already existing energy demand management, load shedding, storage solutions, or system interconnection with HVDC cables.",0,wikipedia,101,
362,Virtual reality,"In assessing the achieved immersion by a VR device, we need to consider our field of view (FOV) in addition to image quality. Our eyes have a horizontal FOV from about 107 or 110 degrees to the temporal side to about 60 or 70 degrees toward the nose and a vertical FOV from about 95 degrees downward to 85 degrees upward, and eye movements are estimated as roughly 30 deg to either side horizontally and 20 vertically. Binocular vision is limited to the 120 or 140 degrees where the right and the left visual fields overlap. With eye movements, we have an FOV of roughly 300 degrees x 175 degrees with two eyes, i.e., approximately one third of the full 360-deg sphere.",0,wikipedia,122,
64,Cybersecurity,"A textbook introduction to cybersecurity begins with the idea that it cybersecurity protects computers, networks, and digital information from unauthorized access, attack, and disruption. Important ideas in the area include encryption, authentication, as well as risk management. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. In practice, a common example is protecting online banking systems with multifactor authentication and threat detection. Strong security helps preserve trust, business continuity, and the confidentiality of information. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,97,B
834,Philosophy,"Historically, many of the individual sciences, such as physics and psychology, formed part of philosophy. However, they are considered separate academic disciplines in the modern sense of the term. Influential traditions in the history of philosophy include Western, Arabic–Persian, Indian, and Chinese philosophy. Western philosophy originated in Ancient Greece and covers a wide area of philosophical subfields. A central topic in Arabic–Persian philosophy is the relation between reason and revelation. Indian philosophy combines the spiritual problem of how to reach enlightenment with the exploration of the nature of reality and the ways of arriving at knowledge. Chinese philosophy focuses principally on practical issues about right social conduct, government, and self-cultivation.",0,wikipedia,110,
541,Social media,"A 2016 study reported that teenage girls manipulate their self-presentation on social media to appear beautiful as viewed by their peers. Teenage girls attempt to earn regard and acceptance (likes, comments, and shares). When this does not go well, self-confidence and self-satisfaction can decline. A 2018 survey of American teens ages 13–17 by Common Sense Media reported that 45% said likes are at least somewhat important, and 26% at least somewhat agreed that they feel bad about themselves if nobody responds to their photos. Some evidence suggests that perceived rejection may lead to emotional pain, and could lead some to resort to online bullying. According to a 2016 study, users' reward circuits in their brains are more active when their photos are liked by more peers.",0,wikipedia,126,
699,Pharmaceutical industry,"In historical terms, the pharmaceutical industry, as an intellectual concept, arose in the middle to late 1800s in nation-states with developed economies such as Germany, Switzerland, and the United States. Some businesses engaging in synthetic organic chemistry, such as several firms generating dyestuffs derived from coal tar on a large scale, were seeking out new applications for their artificial materials in terms of human health. This trend of increased capital investment occurred in tandem with the scholarly study of pathology as a field advancing significantly, and a variety of businesses set up cooperative relationships with academic laboratories evaluating human injury and disease. Examples of industrial companies with a pharmaceutical focus that have endured to this day after such distant beginnings include Bayer (based out of Germany) and Pfizer (based out of the U.S.).",0,wikipedia,133,
780,History,"History is often presented as a promising field, but a balanced view shows that its advantages come with difficult trade-offs. Among its strengths, historical study helps explain present institutions, conflicts, and cultural identities. At the same time, interpretations can change with new evidence, methods, and social perspectives. Important ideas in the area include sources, interpretation, as well as chronology. In practice, historians analyze archives, material culture, and oral accounts to reconstruct the past. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. This combination of ideas and applications gives the subject continuing relevance in modern society. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism. This broader context affects how success is measured and how future development is guided.",1,chatgpt,132,E
148,Robotics,"Discussion of robotics usually highlights progress, yet the topic also raises limits and tensions that cannot be ignored. They can increase precision, consistency, and worker safety in repetitive or risky tasks. At the same time, limitations include cost, technical complexity, and the difficulty of adapting to messy real-world settings. Important ideas in the area include sensing, control systems, as well as actuators. Robots are used in factories, surgery, warehouses, and hazardous environments. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism. Debate in this area usually concerns not only what can be done, but also what should be done and under what conditions.",1,chatgpt,109,E
628,Genetics,"Genetics is often presented as a promising field, but a balanced view shows that its advantages come with difficult trade-offs. The field deepens understanding of life processes and supports precision medicine. Even so, privacy, discrimination, and interpretation of complex results require caution. Its central concepts often involve DNA, inheritance, and the careful use of variation. A concrete example is that genetic testing can help identify inherited disease risks and guide medical research. Its significance lies in the way it connects theory with practical decision-making and institutional change. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism.",1,chatgpt,102,E
716,Smart city,"What once seemed like a narrow subject, smart city now appears in headlines, policy discussions, and practical services. It remains important because developments in the field affect both specialized work and everyday systems. A concrete example is that cities use smart systems for traffic control, energy management, and public safety monitoring. These tools can improve efficiency, responsiveness, and resource allocation. At the same time, they also raise concerns about surveillance, interoperability, and unequal access. Key concepts include urban data, sensors, and governance. The subject also crosses disciplinary boundaries, which helps explain its broad appeal and practical reach. The result is a field that feels immediate and consequential rather than distant or purely technical. The field is shaped by changing tools, new evidence, and the practical demands of implementation. Questions of standards, governance, and responsible use frequently appear alongside technical discussion.",1,chatgpt,140,D
909,Ethics,"Normative ethics is the philosophical study of ethical conduct and investigates the fundamental principles of morality. It aims to discover and justify general answers to questions like ""How should one live?"" and ""How should people act?"", usually in the form of universal or domain-independent principles that determine whether an act is right or wrong. For example, given the particular impression that it is wrong to set a child on fire for fun, normative ethics aims to find more general principles that explain why this is the case, like the principle that one should not cause extreme suffering to the innocent, which may itself be explained in terms of a more general principle. Many theories of normative ethics also aim to guide behavior by helping people make moral decisions.",0,wikipedia,128,
238,Data mining,"US copyright law, and in particular its provision for fair use, upholds the legality of content mining in America, and other fair use countries such as Israel, Taiwan and South Korea. As content mining is transformative, that is it does not supplant the original work, it is viewed as being lawful under fair use. For example, as part of the Google Book settlement the presiding judge on the case ruled that Google's digitization project of in-copyright books was lawful, in part because of the transformative uses that the digitization project displayed—one being text and data mining.",0,wikipedia,96,
273,Information security,"Information security can be understood as a field that information security preserves the confidentiality, integrity, and availability of information and related systems. Key concepts include access control, governance, and risk assessment. Its significance lies in the way it connects theory with practical decision-making and institutional change. In practice, organizations protect staff records, financial data, and research files through layered controls. Among its strengths, strong security supports legal compliance, trust, and resilience. At the same time, human behavior, insider threats, and changing attack methods make full protection difficult. As the field develops, it continues to influence how problems are defined, studied, and managed. Overall, it is best seen as an informative and evolving field with broad practical importance. Debate in this area usually concerns not only what can be done, but also what should be done and under what conditions.",1,chatgpt,139,A
698,Genetics,"Many species have so-called sex chromosomes that determine the sex of each organism. In humans and many other animals, the Y chromosome contains the gene that triggers the development of the specifically male characteristics. In evolution, this chromosome has lost most of its content and also most of its genes, while the X chromosome is similar to the other chromosomes and contains many genes. This being said, Mary Frances Lyon discovered that there is X-chromosome inactivation during reproduction to avoid passing on twice as many genes to the offspring. Lyon's discovery led to the discovery of X-linked diseases.",0,wikipedia,98,
559,Digital marketing,"Affiliate marketing - Affiliate marketing is perceived to not be considered a safe, reliable, and easy means of marketing through online platforms. This is due to a lack of reliability in terms of affiliates that can produce the demanded number of new customers. As a result of this risk and bad affiliates, it leaves the brand prone to exploitation in terms of claiming commission that isn't honestly acquired. Legal means may offer some protection against this, yet there are limitations in recovering any losses or investment. Despite this, affiliate marketing allows the brand to market towards smaller publishers and websites with smaller traffic. Brands that choose to use this marketing often should beware of such risks involved and look to associate with affiliates in which rules are laid down between the parties involved to assure and minimize the risk involved.",0,wikipedia,140,
792,Agriculture,"Agriculture is the practice of cultivating the soil, planting, raising, and harvesting both food and non-food crops, as well as livestock production. Broader definitions also include forestry and aquaculture. Agriculture was a key factor in the rise of sedentary human civilization, whereby farming of domesticated plants and animals created food surpluses that enabled people to live in the cities. While humans started gathering grains at least 105,000 years ago, nascent farmers only began planting them around 11,500 years ago. Sheep, goats, pigs, and cattle were domesticated around 10,000 years ago. Plants were independently cultivated in at least 11 regions of the world. In the 20th century, industrial agriculture based on large-scale monocultures came to dominate agricultural output.",0,wikipedia,117,
626,Genetics,"Across many sectors, genetics is moving from expert discussion into daily experience and public debate. The topic matters because it influences research, professional practice, and public policy in multiple sectors. A concrete example is that genetic testing can help identify inherited disease risks and guide medical research. Among its strengths, the field deepens understanding of life processes and supports precision medicine. At the same time, privacy, discrimination, and interpretation of complex results require caution. Its central concepts often involve DNA, inheritance, and the careful use of variation. The result is a field that feels immediate and consequential rather than distant or purely technical.",1,chatgpt,103,D
11,Artificial intelligence,"What once seemed like a narrow subject, artificial intelligence now appears in headlines, policy discussions, and practical services. Its significance lies in the way it connects theory with practical decision-making and institutional change. Real-world use can be seen when a familiar example is the use of AI in virtual assistants, recommendation engines, and medical image analysis. It can improve efficiency, detect patterns at scale, and support faster decisions. Important concerns include bias, transparency, safety, and the effects of automation on work. Key concepts include learning algorithms, knowledge representation, and planning. The result is a field that feels immediate and consequential rather than distant or purely technical.",1,chatgpt,106,D
239,Software engineering,"The origins of the term software engineering have been attributed to various sources. The term appeared in a list of services offered by companies in the June 1965 issue of ""Computers and Automation"" and was used more formally in the August 1966 issue of Communications of the ACM (Volume 9, number 8) in ""President's Letter to the ACM Membership"" by Anthony A. Oettinger. It is also associated with the title of a NATO conference in 1968 by Professor Friedrich L. Bauer. Margaret Hamilton described the discipline of ""software engineering"" during the Apollo missions to give what they were doing legitimacy. At the time, there was perceived to be a ""software crisis"". The 40th International Conference on Software Engineering (ICSE 2018) celebrated 50 years of ""Software Engineering"" with the Plenary Sessions' keynotes of Frederick Brooks and Margaret Hamilton.",0,wikipedia,137,
490,Social media,"Across many sectors, social media is moving from expert discussion into daily experience and public debate. It remains important because developments in the field affect both specialized work and everyday systems. Real-world use can be seen when people use social media for news, entertainment, activism, branding, and everyday communication. Supporters often point out that it enables rapid information sharing and broad participation in public discourse. At the same time, misinformation, harassment, privacy risks, and algorithmic influence remain major concerns. Important ideas in the area include user-generated content, networks, as well as engagement. Its growth has therefore encouraged further research, investment, and public discussion. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation. Because of this breadth, the topic often appears in interdisciplinary teaching, policy work, and applied research.",1,chatgpt,137,D
784,Philosophy,"A textbook introduction to philosophy begins with the idea that it philosophy examines fundamental questions about knowledge, reality, ethics, logic, and human existence. Key concepts include reasoning, ethics, and metaphysics. It remains important because developments in the field affect both specialized work and everyday systems. Philosophical ideas shape debates about truth, justice, consciousness, and technology. Supporters often point out that the field sharpens critical thinking and clarifies assumptions behind important claims. Even so, its questions are often open-ended and may resist definitive empirical resolution. For that reason, the topic is discussed not only by specialists but also by governments, educators, and industry leaders. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,119,B
631,Pharmaceutical industry,"In broad terms, pharmaceutical industry is the field that the pharmaceutical industry researches, develops, manufactures, and distributes medicinal drugs and therapeutic products. Important ideas in the area include drug development, clinical trials, as well as regulation. Its significance lies in the way it connects theory with practical decision-making and institutional change. Companies invest heavily in discovering medicines for cancer, infections, and chronic disease. The industry plays a central role in preventing illness and improving treatment outcomes. Overall, it is best seen as an informative and evolving field with broad practical importance.",1,chatgpt,91,A
604,Biotechnology,"A textbook introduction to biotechnology begins with the idea that it biotechnology applies biological organisms, systems, or processes to develop products and solutions in medicine, agriculture, and industry. Its central concepts often involve biological systems, engineering, and the careful use of research. The topic matters because it influences research, professional practice, and public policy in multiple sectors. A concrete example is that biotechnology supports vaccine development, crop improvement, and industrial enzyme production. Among its strengths, it can address disease, food supply, and manufacturing challenges through biological innovation. At the same time, ethical questions, regulation, and long development cycles shape the field. For that reason, the topic is discussed not only by specialists but also by governments, educators, and industry leaders. For students, this makes the topic a useful foundation for understanding wider developments in the discipline. Its methods and priorities can also vary across countries, industries, and research traditions.",1,chatgpt,149,B
535,Social media,"Colleges and universities may access applicants' internet services including social media profiles as part of their admissions process. According to Kaplan, Inc, a corporation that provides higher education preparation, in 2012 27% of admissions officers used Google to learn more about an applicant, with 26% checking Facebook. Students whose social media pages include questionable material may be disqualified from admission processes.""One survey in July 2017, by the American Association of College Registrars and Admissions Officers, reported that 11 percent of respondents said they had refused to admit an applicant based on social media content. This includes 8 percent of public institutions, where the First Amendment applies. The survey reported that 30 percent of institutions acknowledged reviewing the personal social media accounts of applicants at least some of the time.""",0,wikipedia,129,
42,Deep learning,"Deep learning is no longer a distant specialist topic; it increasingly shapes how institutions, businesses, and ordinary people operate. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. A concrete example is that it is widely applied to image recognition, speech processing, and language generation. The approach performs well on difficult perception tasks that involve large volumes of data. It can be computationally expensive, difficult to explain, and sensitive to biased training data. Key concepts include neural networks, layers, and representation learning. This is why the field remains visible in education, industry, and wider social debate. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,121,D
711,Smart city,"A textbook introduction to smart city begins with the idea that it a smart city uses data, digital infrastructure, and connected technologies to improve urban services and management. Its central concepts often involve urban data, sensors, and the careful use of governance. Its significance lies in the way it connects theory with practical decision-making and institutional change. A concrete example is that cities use smart systems for traffic control, energy management, and public safety monitoring. Supporters often point out that these tools can improve efficiency, responsiveness, and resource allocation. Even so, they also raise concerns about surveillance, interoperability, and unequal access. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,117,B
19,Artificial intelligence,"A 2024 Goldman Sachs Research Paper, AI Data Centers and the Coming US Power Demand Surge, found ""US power demand (is) likely to experience growth not seen in a generation...."" and forecasts that, by 2030, US data centers will consume 8% of US power, as opposed to 3% in 2022, presaging growth for the electrical power generation industry by a variety of means. Data centers' need for more and more electrical power is such that they might max out the electrical grid. The Big Tech companies counter that AI can be used to maximize the utilization of the grid by all.",0,wikipedia,101,
727,Tourism,"The value of tourism is most visible when it is examined in everyday systems and professional practice. Real-world use can be seen when tourism supports airlines, hotels, tour services, cultural sites, and local businesses. It remains important because developments in the field affect both specialized work and everyday systems. Key concepts include travel services, hospitality, and destination management. Among its strengths, it creates jobs, encourages cultural exchange, and generates regional income. At the same time, overtourism, environmental strain, and economic dependence can harm destinations. As the field develops, it continues to influence how problems are defined, studied, and managed. Seen in this way, the topic is not merely theoretical but closely tied to practical outcomes.",1,chatgpt,115,C
872,Human computer interaction,"Human computer interaction can be understood as a field that human computer interaction studies how people use digital systems and how interfaces can be designed effectively. Key concepts include usability, interaction design, and accessibility. It remains important because developments in the field affect both specialized work and everyday systems. A concrete example is that hCI guides the design of apps, websites, kiosks, and assistive technologies. Among its strengths, good interaction design can improve efficiency, inclusion, satisfaction, and safety. Taken together, these features explain why the field continues to attract sustained attention.",1,chatgpt,91,A
212,Big data,"In 2004, Google published a paper on a process called MapReduce that uses a similar architecture. The MapReduce concept provides a parallel processing model, and an associated implementation was released to process huge amounts of data. With MapReduce, queries are split and distributed across parallel nodes and processed in parallel (the ""map"" step). The results are then gathered and delivered (the ""reduce"" step). The framework was very successful, so others wanted to replicate the algorithm. Therefore, an implementation of the MapReduce framework was adopted by an Apache open-source project named ""Hadoop"". Apache Spark was developed in 2012 in response to limitations in the MapReduce paradigm, as it adds in-memory processing and the ability to set up many operations (not just map followed by reducing).",0,wikipedia,124,
454,Education technology,"From an educational perspective, education technology is usually defined as a domain that education technology examines digital tools and methods that support teaching, learning, assessment, and administration. Its central concepts often involve learning platforms, digital pedagogy, and the careful use of assessment tools. It remains important because developments in the field affect both specialized work and everyday systems. A concrete example is that schools use education technology for online quizzes, interactive lessons, and learning analytics. Supporters often point out that it can increase flexibility, personalization, and access to learning resources. Even so, digital divides, poor design, and overreliance on platforms may reduce its value. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,120,B
151,Robotics,"Several robots, built in the 1980s by Marc Raibert at the MIT Leg Laboratory, successfully demonstrated very dynamic walking. Initially, a robot with only one leg, and a very small foot could stay upright simply by hopping. The movement is the same as that of a person on a pogo stick. As the robot falls to one side, it would jump slightly in that direction to catch itself. Soon, the algorithm was generalized to two and four legs. A bipedal robot was demonstrated running and even performing somersaults. A quadruped was also demonstrated which could trot, run, pace, and bound.",0,wikipedia,100,
802,Political science,"One practical way to understand political science is to look at how it works outside the classroom and laboratory. Researchers examine voting, leadership, public administration, and comparative political systems. The topic matters because it influences research, professional practice, and public policy in multiple sectors. Important ideas in the area include states, institutions, as well as elections. Among its strengths, the field helps explain how collective decisions are made and contested. At the same time, political life is shaped by ideology, history, and conflict, making prediction difficult. Seen in this way, the topic is not merely theoretical but closely tied to practical outcomes.",1,chatgpt,102,C
359,Virtual reality,"Special input devices are required for interaction with the virtual world. Some of the most common input devices are motion controllers and optical tracking sensors. In some cases, wired gloves are used. Controllers typically use optical tracking systems (primarily infrared cameras) for location and navigation so that the user can move freely without wiring. Some input devices provide the user with force feedback to the hands or other parts of the body so that the user can orientate themselves in the three-dimensional world through haptics and sensor technology as a further sensory sensation and carry out realistic simulations. This allows the viewer to have a sense of direction in the artificial landscape. Additional haptic feedback can be obtained from omnidirectional treadmills (with which walking in virtual space is controlled by real walking movements) and vibration gloves and suits.",0,wikipedia,138,
857,Artificial general intelligence,"Artificial general intelligence can be understood as a field that artificial general intelligence refers to the hypothetical creation of systems with broad cognitive abilities comparable to humans. Key concepts include general problem solving, adaptability, and reasoning. Its significance lies in the way it connects theory with practical decision-making and institutional change. The concept is discussed in long-term AI research, forecasting, and governance debates. Supporters often point out that if achieved, it could transform science, productivity, and complex problem solving. Taken together, these features explain why the field continues to attract sustained attention.",1,chatgpt,92,A
750,Agriculture,"A critical view of agriculture recognizes both its practical value and the problems that accompany its expansion. Supporters often point out that it provides the foundation of food supply and many industrial raw materials. Even so, climate stress, water use, land degradation, and market volatility affect the sector. Key concepts include crop production, livestock, and soil management. Modern agriculture uses machinery, breeding, and data tools to improve yield and efficiency. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism. The field is shaped by changing tools, new evidence, and the practical demands of implementation.",1,chatgpt,100,E
755,Urbanization,"Many people move into cities for economic opportunities, but this does not fully explain the very high recent urbanization rates in places like China and India. Rural flight is a contributing factor to urbanization. In rural areas, often on small family farms or collective farms in villages, it has historically been difficult to access manufactured goods, though the relative overall quality of life is very subjective, and may certainly surpass that of the city. Farm living has always been susceptible to unpredictable environmental conditions, and in times of drought, flood or pestilence, survival may become extremely problematic.",0,wikipedia,97,
173,Computer vision,"Besides the above-mentioned views on computer vision, many of the related research topics can also be studied from a purely mathematical point of view. For example, many methods in computer vision are based on statistics, optimization or geometry. Finally, a significant part of the field is devoted to the implementation aspect of computer vision; how existing methods can be realized in various combinations of software and hardware, or how these methods can be modified in order to gain processing speed without losing too much performance. Computer vision is also used in fashion eCommerce, inventory management, patent search, furniture, and the beauty industry.",0,wikipedia,102,
220,Big data,"Especially since 2015, big data has come to prominence within business operations as a tool to help employees work more efficiently and streamline the collection and distribution of information technology (IT). The use of big data to resolve IT and data collection issues within an enterprise is called IT operations analytics (ITOA). By applying big data principles into the concepts of machine intelligence and deep computing, IT departments can predict potential issues and prevent them. ITOA businesses offer platforms for systems management that bring data silos together and generate insights from the whole of the system rather than from isolated pockets of data.",0,wikipedia,103,
568,E-commerce,"The European Union undertook an extensive enquiry into e-commerce in 2015–16 which observed significant growth in the development of e-commerce, along with some developments which raised concerns, such as increased use of selective distribution systems, which allow manufacturers to control routes to market, and ""increased use of contractual restrictions to better control product distribution"". The European Commission felt that some emerging practices might be justified if they could improve the quality of product distribution, but ""others may unduly prevent consumers from benefiting from greater product choice and lower prices in e-commerce and therefore warrant Commission action"" in order to promote compliance with EU competition rules.",0,wikipedia,105,
703,Transportation,"A critical view of transportation recognizes both its practical value and the problems that accompany its expansion. Supporters often point out that reliable transportation connects communities and underpins economic activity. Congestion, emissions, cost, and infrastructure maintenance are recurring problems. Its central concepts often involve mobility, logistics, and the careful use of infrastructure. Real-world use can be seen when transport networks support commuting, trade, emergency response, and tourism. It remains important because developments in the field affect both specialized work and everyday systems. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism.",1,chatgpt,97,E
215,Software engineering,"From an educational perspective, software engineering is usually defined as a domain that software engineering applies systematic methods to the design, development, testing, deployment, and maintenance of software. Key concepts include requirements, architecture, and testing. It remains important because developments in the field affect both specialized work and everyday systems. In practice, teams use engineering practices to build reliable mobile apps, websites, and enterprise systems. Supporters often point out that the discipline improves quality, collaboration, and long-term maintainability. Projects still face scope change, technical debt, schedule pressure, and security risks. As an introductory concept, it provides a framework for studying related methods, systems, and debates.",1,chatgpt,105,B
807,Political science,"What once seemed like a narrow subject, political science now appears in headlines, policy discussions, and practical services. It remains important because developments in the field affect both specialized work and everyday systems. Researchers examine voting, leadership, public administration, and comparative political systems. Supporters often point out that the field helps explain how collective decisions are made and contested. Even so, political life is shaped by ideology, history, and conflict, making prediction difficult. Important ideas in the area include states, institutions, as well as elections. This is why the field remains visible in education, industry, and wider social debate. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,117,D
